ANO;MES;CATEGORIA AREA;CATEGORIA DEMANDA;TARIFA;CATEGORIA TARIFA;DEMANDA [MWh]
2012;1/1/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;24181,10
2012;1/1/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;106995,70
2012;1/1/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;29207,40
2012;1/1/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;73474,50
2012;1/1/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;24785,90
2012;1/1/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;19292,20
2012;1/1/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5990,40
2012;1/1/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;286465,20
2012;1/1/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;154663,20
2012;1/1/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;32013,10
2012;1/2/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25521,30
2012;1/2/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;108039,20
2012;1/2/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;31791,60
2012;1/2/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71299,60
2012;1/2/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23218,20
2012;1/2/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;19427,50
2012;1/2/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6464,10
2012;1/2/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;237280,50
2012;1/2/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;139717,90
2012;1/2/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;30950,50
2012;1/3/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;26262,10
2012;1/3/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;118472,30
2012;1/3/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;28854,00
2012;1/3/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71735,30
2012;1/3/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;21129,60
2012;1/3/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;16188,40
2012;1/3/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4850,30
2012;1/3/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;244444,60
2012;1/3/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;136586,50
2012;1/3/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;33900,50
2012;1/4/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;29265,40
2012;1/4/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;107215,30
2012;1/4/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;26995,20
2012;1/4/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71114,70
2012;1/4/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;12806,40
2012;1/4/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;10347,10
2012;1/4/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4714,30
2012;1/4/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;215205,50
2012;1/4/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;126512,20
2012;1/4/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;27879,90
2012;1/5/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;31776,00
2012;1/5/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;106913,40
2012;1/5/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;22517,80
2012;1/5/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;67158,40
2012;1/5/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;12155,60
2012;1/5/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;8938,10
2012;1/5/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;2756,20
2012;1/5/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;254529,70
2012;1/5/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;125514,80
2012;1/5/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;35708,00
2012;1/6/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;33793,50
2012;1/6/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;105753,10
2012;1/6/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23506,30
2012;1/6/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71299,70
2012;1/6/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;16140,90
2012;1/6/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12979,30
2012;1/6/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5232,80
2012;1/6/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;278234,30
2012;1/6/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;130082,30
2012;1/6/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;34027,90
2012;1/7/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;34273,50
2012;1/7/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;107461,90
2012;1/7/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23215,90
2012;1/7/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71086,40
2012;1/7/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23181,00
2012;1/7/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;20728,90
2012;1/7/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5992,50
2012;1/7/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;320089,10
2012;1/7/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;132389,50
2012;1/7/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;36213,40
2012;1/8/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;33440,80
2012;1/8/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;112082,30
2012;1/8/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23427,90
2012;1/8/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71661,00
2012;1/8/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23339,20
2012;1/8/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;21177,70
2012;1/8/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7117,30
2012;1/8/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;251659,50
2012;1/8/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;134785,60
2012;1/8/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;35800,30
2012;1/9/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;31689,00
2012;1/9/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;107450,40
2012;1/9/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;20893,30
2012;1/9/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;66400,30
2012;1/9/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;16368,50
2012;1/9/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12838,10
2012;1/9/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3449,00
2012;1/9/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;214370,80
2012;1/9/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;121605,20
2012;1/9/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;33644,20
2012;1/10/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;30226,80
2012;1/10/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;114788,60
2012;1/10/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;21886,40
2012;1/10/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;68908,50
2012;1/10/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;11457,50
2012;1/10/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;8928,40
2012;1/10/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4027,20
2012;1/10/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;229003,00
2012;1/10/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;129909,60
2012;1/10/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;36692,70
2012;1/11/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;22749,00
2012;1/11/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;115804,90
2012;1/11/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23479,00
2012;1/11/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;68043,10
2012;1/11/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;11397,60
2012;1/11/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;8820,30
2012;1/11/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;2819,20
2012;1/11/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;262727,70
2012;1/11/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;137948,80
2012;1/11/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;39220,60
2012;1/12/2012;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25476,60
2012;1/12/2012;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;112529,00
2012;1/12/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;29952,90
2012;1/12/2012;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;76751,30
2012;1/12/2012;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;15598,10
2012;1/12/2012;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12866,50
2012;1/12/2012;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5301,50
2012;1/12/2012;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;284931,60
2012;1/12/2012;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;142341,60
2012;1/12/2012;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;35024,90
2013;1/1/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;24793,80
2013;1/1/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;111317,60
2013;1/1/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;31479,30
2013;1/1/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;77690,20
2013;1/1/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;24841,20
2013;1/1/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;19025,70
2013;1/1/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5923,30
2013;1/1/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;292671,50
2013;1/1/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;151061,30
2013;1/1/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;34531,80
2013;1/2/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;26502,80
2013;1/2/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;102309,30
2013;1/2/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;30537,90
2013;1/2/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;69607,50
2013;1/2/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23235,80
2013;1/2/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;18453,70
2013;1/2/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;6191,90
2013;1/2/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;223907,30
2013;1/2/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;130374,20
2013;1/2/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;33740,40
2013;1/3/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;26962,70
2013;1/3/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;112436,60
2013;1/3/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;27626,80
2013;1/3/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;70535,90
2013;1/3/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;18334,90
2013;1/3/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;13741,20
2013;1/3/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4153,70
2013;1/3/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;236384,00
2013;1/3/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;133995,10
2013;1/3/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;37895,80
2013;1/4/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;33396,20
2013;1/4/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;109328,30
2013;1/4/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25212,30
2013;1/4/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;69560,90
2013;1/4/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;11387,30
2013;1/4/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;9231,30
2013;1/4/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4405,60
2013;1/4/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;210519,40
2013;1/4/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;132910,60
2013;1/4/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;36249,90
2013;1/5/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;32411,10
2013;1/5/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;125923,40
2013;1/5/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23624,60
2013;1/5/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;70594,70
2013;1/5/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;12028,70
2013;1/5/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;8838,30
2013;1/5/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;3000,30
2013;1/5/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;273219,90
2013;1/5/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;132473,00
2013;1/5/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;28586,40
2013;1/6/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;34274,10
2013;1/6/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;118175,60
2013;1/6/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;24422,60
2013;1/6/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;71821,30
2013;1/6/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;15997,40
2013;1/6/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;12974,90
2013;1/6/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5467,00
2013;1/6/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;287419,90
2013;1/6/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;130091,30
2013;1/6/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;25715,10
2013;1/7/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;33627,80
2013;1/7/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;123677,60
2013;1/7/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;23986,10
2013;1/7/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;73053,30
2013;1/7/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;23847,80
2013;1/7/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;21108,00
2013;1/7/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;5839,00
2013;1/7/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;324316,60
2013;1/7/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;138766,90
2013;1/7/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;27389,20
2013;1/8/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;34190,90
2013;1/8/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;125500,40
2013;1/8/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25511,30
2013;1/8/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;74550,90
2013;1/8/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;25909,10
2013;1/8/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;22882,20
2013;1/8/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;7580,10
2013;1/8/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;278000,60
2013;1/8/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;142297,50
2013;1/8/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;26448,80
2013;1/9/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;29654,30
2013;1/9/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;123617,60
2013;1/9/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;22760,70
2013;1/9/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;69840,50
2013;1/9/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;20499,10
2013;1/9/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;16084,40
2013;1/9/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4191,50
2013;1/9/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;251240,10
2013;1/9/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;138564,10
2013;1/9/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;26489,60
2013;1/10/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;30458,70
2013;1/10/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;132822,10
2013;1/10/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;24555,40
2013;1/10/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MENOR 4000 KWH BIM;Comercial;73872,90
2013;1/10/2013;Cordoba;Distribuidor;RES. MAYOR 1000 Y MENOR O IGUAL 1400 KWH BIM;Residencial;14858,70
2013;1/10/2013;Cordoba;Distribuidor;RES. MAYOR 1400 Y MENOR O IGUAL 2800 KWH BIM;Residencial;11528,30
2013;1/10/2013;Cordoba;Distribuidor;RES. MAYOR 2800 KWH BIM;Residencial;4825,50
2013;1/10/2013;Cordoba;Distribuidor;RES. MENOR O IGUAL 1000 KWH BIM;Residencial;231893,10
2013;1/10/2013;Cordoba;Distribuidor;SANCIONADO DEM.MAYOR O IGUAL 10 Y MENOR300 KW;Industrial/Comercial Grande;152149,50
2013;1/10/2013;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;29336,90
2013;1/11/2013;Cordoba;Distribuidor;Alumbrado Publico;Residencial;25746,30
2013;1/11/2013;Cordoba;Distribuidor;GRANDES USUARIOS C DEM MAYOR O IGUAL 300KW;Industrial/Comercial Grande;131731,40
2013;1/11/2013;Cordoba;Distribuidor;MENOR 10KW NO RES. MAYOR O IGUAL 4000 KWH/BIM;Comercial;25395,10
