ANO;MES;CATEGORIA AREA;CATEGORIA DEMANDA;TARIFA;CATEGORIA TARIFA;DEMANDA [MWh]
2022;1/11/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 3 BASE;Residencial;52431,78
2022;1/11/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 3 EXCEDENTE;Residencial;2801,48
2022;1/11/2022;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;9879,10
2022;1/12/2022;Cordoba;Distribuidor;TARIFA USUARIO NO RESIDENCIAL <300KWH;Comercial;326093,02
2022;1/12/2022;Cordoba;Distribuidor;TARIFA USUARIO NO RESIDENCIAL >=300KWH;Industrial/Comercial Grande;151802,14
2022;1/12/2022;Cordoba;Distribuidor;TARIFA BASE ELECTRODEPENDIENTES;Residencial;541,57
2022;1/12/2022;Cordoba;Distribuidor;TARIFA USUARIO NO RESIDENCIAL >=300KWH S Y E;Industrial/Comercial Grande;4673,66
2022;1/12/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 1;Residencial;140128,89
2022;1/12/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 2;Residencial;284461,71
2022;1/12/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 3 BASE;Residencial;61901,87
2022;1/12/2022;Cordoba;Distribuidor;RESIDENCIAL NIVEL 3 EXCEDENTE;Residencial;5889,18
2022;1/12/2022;Gran Usuario MEM;Gran Usuario;GUMES/GUPAS;Industrial/Comercial Grande;10231,12
